1.0 -0.7894726978297345 -0.949046933081 -0.949046999999
1.0 -0.4990590712590089 -0.59993270413 -0.599932722514
1.0 1.011239676924425e-07 1.20930921804e-07 1.22196915414e-07
1.0 0.4990845252611328 0.599963312828 0.599963311736
1.0 0.8147327327321415 0.979412619185 0.979412887171
4.0 -0.3715955796741788 -0.400030001843 -0.499986122747
4.0 4.939438782994966e-07 5.30633250376e-07 6.7025802519e-07
4.0 0.3716197984797288 0.400066899131 0.499963456022
8.003 -0.4274838095566231 -0.499559 4.97758467292e-07
8.0 2.1041695528399836e-07 2.0682688609e-07 4.29282215789e-07
8.003 0.42747960147038305 0.499554 4.07923060905e-07
