3.931918653923805778e+03 -1.739558129491697400e+04 3.132382996685570561e+03 3.439651219982855837e+05 -1.216287049713891232e+06 -7.070418627832869242e+04 1.383586481620898470e+06 -3.966667014030350372e+06 -6.001248145482772816e+04 8.036922306229353417e+05 -2.091470255611295579e+06
-4.010488645198899030e+04 1.122550890457635251e+05 2.356177872673269667e+04 -3.476434276625100989e+06 1.137448944548694044e+07 7.541945166436559521e+05 -1.308605509777035564e+07 3.644933856401960552e+07 5.962753249546937877e+05 -7.427462528144953772e+06 1.892781583646452799e+07
8.320905218045819493e+04 -1.912360641810384113e+05 -2.109151002067290829e+05 8.717210364395342767e+06 -2.691802016577050090e+07 -1.989084031884516822e+06 3.089423075264709070e+07 -8.388586173417057097e+07 -1.453542701133960625e+06 1.705955132400957868e+07 -4.275754341698465496e+07
8.150279220626293064e-01 2.574880509513016946e+00 1.160887102676391169e+00 -2.362927334230021437e+00 6.770711564781896286e+00 7.571743411027576087e-01 -2.725361237829365013e+00 7.114619419694924396e+00 1.766843612502128624e-01 -7.979167697346025712e-01 2.116153162452347747e+00
6.927089969174308505e-03 3.020347709407612477e-02 6.308276715401501741e-03 -1.207229976735317012e-01 2.627346502482142410e-01 3.415080230887148835e-03 -1.078123603946193748e-01 2.709637686863949346e-01 7.374251563540136067e-04 -2.749439550639498284e-02 7.331791096684166231e-02
1.010289268069705537e+00 8.993121906337692801e-04 2.839522613848254884e-01 -4.049615112359968627e+00 1.320815680087650001e+01 1.039623041215928800e-01 -7.025521103436829229e+00 2.478361343746758294e+01 3.093208234497564837e-02 -2.692310244869303038e+00 9.609638126747571008e+00
1.308285129835333516e+00 -5.537729202979624343e-03 -6.782948932570156964e-02 -6.689899069691430666e-01 3.403110521687493062e+00 -5.296552731819828552e-02 -9.923609041186808311e-01 4.820780082445360826e+00 -6.134144709893719558e-03 -3.842966411019217432e-01 1.756155645184130032e+00
2.096551999295542828e+03 1.463749316826155109e+03 1.312549328609851955e+03 1.830733001708212032e+04 -4.353414407461069641e+04 -8.332889543511113288e+02 3.204731997183186832e+04 -1.086094503752085584e+05 4.522513639811221537e+02 8.353439546391713520e+03 -4.453132500373219955e+04
-1.009696754699453595e+04 -4.462880489512644999e+04 -6.543042018422993351e+03 -2.667097002294986160e+05 6.864134367753237020e+05 3.405995691052855818e+03 -4.378161906169648864e+05 1.632527306727350689e+06 -7.467504628269010936e+03 -1.145781336279786774e+05 6.748790355980111053e+05
2.297844519797211251e+04 2.310001065135806275e+05 1.495607274276877433e+04 1.196070621809627861e+06 -3.103860110779544804e+06 -3.037998639744907905e+03 1.870848358190534404e+06 -7.297214422158849426e+06 4.265172900714918069e+04 4.673987662262696540e+05 -3.061421919512583409e+06
-1.461476269473685534e+04 -3.777631978700153413e+05 -9.609525431918451432e+03 -1.709617597501913086e+06 4.332856949116100557e+06 -2.236279928069012749e+04 -2.501769810361126438e+06 1.028658983657553419e+07 -8.549917754456889816e+04 -5.701655967866784194e+05 4.398442750346237794e+06
9.789747327985585912e+01 -4.265973087748921699e+01 1.534842103790491308e+02 -1.417062076076895437e+03 2.752861414366502231e+03 1.387406469558648894e+02 -1.433658507513587892e+03 2.857741895243076215e+03 4.102510946737612585e+01 -4.236807379746389870e+02 8.503594335657171541e+02
-3.282533814718108456e+00 -9.037823743116820907e+00 -1.241398924900132350e+01 5.532668819713628494e+01 -1.061437845120921253e+02 -1.195296771676284209e+01 7.684119163895917382e+01 -1.554311069489750139e+02 -3.411160261787899994e+00 2.559254254588216426e+01 -5.437367672592817769e+01
-2.521613645807389237e-05 1.975580352440085526e-05 -1.836145326047904853e-05 2.188372093656590857e-05 8.249817618177830865e-05 7.156133430757355357e-06 -5.578508387440519887e-05 1.913693377196410339e-04 5.449488764880336998e-06 -3.219518109965676799e-05 7.975811803174947200e-05
4.331514709695348131e+01 6.386332679188080874e+02 -3.285768747216059182e+01 2.415893826937031463e+03 -5.766875169379176441e+03 -6.185459307173840671e+01 2.953967762459948062e+03 -8.986290575914968940e+03 -2.157143577976204440e+01 9.812158224673427185e+02 -3.239566489593028564e+03
-7.017033672613509632e-02 -1.626146320867251083e-01 -1.873766103812175288e-01 1.136589365705557020e+00 -2.835204422603764485e+00 -1.714343312716428702e-01 1.720085350841451088e+00 -4.540353318580116593e+00 -4.995407268398893708e-02 6.066575426143608896e-01 -1.682124606477316098e+00
9.599720138428368799e+00 -3.964611435808014335e+02 1.620101913339513189e+01 -1.578032469689609570e+03 3.597338755644024332e+03 2.709349169865188145e+01 -1.785392735210502906e+03 5.152881073219829887e+03 1.117608385230608015e+01 -5.776459249207980520e+02 1.809228955642600795e+03
-2.989601097073919106e-02 1.401249662899726633e+00 -7.355749031598850241e-02 8.338192244846188705e-01 2.240023839000044870e-01 -5.520359000026899693e-02 5.667022229145411982e-01 7.186926454472455372e-01 -1.550750427816440478e-02 1.575020374056257666e-01 2.107673442609589720e-01
9.983980426437283340e-01 -7.884432942864665061e-03 -5.904748820865120262e-02 1.395782733299693046e+00 -4.516801818012948111e+00 -5.585346348914235065e-02 1.751625825867895170e+00 -5.990414784498136136e+00 -1.794530224322273340e-02 5.965229265614512277e-01 -2.060837356716392677e+00
